Date,Drill,Athlete Identifier,Playing Position,Start Time,Duration,Participation,Distance Covered(m),Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,Max Speed,Avg Speed,Max HR,Avg HR,HR Exertion,Time in HR Zone 1,Time in HR Zone 2,Time in HR Zone 3,Time in HR Zone 4,Time in HR Zone 5,Time in HR Zone 6,Speed Exertion,Sprint Count,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,New Bodyload,Impacts Zone 1,Impacts Zone 2,Impacts Zone 3,Impacts Zone 4,Impacts Zone 5,Impacts Zone 6,Running Series,Running Imbalance,Running Imbalance Standard Deviation,Running Symmetry Footstrikes,Metabolic Load Time Zone 1,Metabolic Load Time Zone 2,Metabolic Load Time Zone 3,Metabolic Load Time Zone 4,Metabolic Load Time Zone 5,Metabolic Load (relative),Metabolic Power Average,High-Metabolic-Power Distance,Equivalent Distance,Metabolic Load Distance Zone 1,Metabolic Load Distance Zone 2,Metabolic Load Distance Zone 3,Metabolic Load Distance Zone 4,Metabolic Load Distance Zone 5,Metabolic Load (absolute),Repeat Sprints,Sprint Max Acceleration,Sprint Total Distance,Work Rate Effort Count,Work Rate Effort Duration,Work Rate Effort Distance
26/10/16,"Acceleration Runs 4x30m, 90%",P18,Attacker,26/10/16 18:13,2.7,Full,200.9,8.4,86.6,13.6,26.6,48.8,16.9,26.3,4.4,161,138.5,10.2,0,0.1,0.6,0.8,1.1,0.2,72.4,4,0,2,2,0,0,4,2.9,113,11,12,0,0,0,0,0,0,0,1,0.1,0,0.1,0.2,1.4,8.5,81.7,298.1,91.6,26.4,9.3,19.8,52.7,124.6,0,3.5,86,1,0.000694,100.1
26/10/16,Position Game,P18,Attacker,26/10/16 18:17,11.5,Full,685.2,127.1,276,245,37.1,0,0,16.1,3.6,175,155.2,77.4,0.1,0.1,1.2,0.9,2.8,6.5,65.8,22,49,21,1,44,16,6,13.6,820,117,11,2,0,0,0,0,0,0,5.4,1.4,0.6,0.1,0,3.9,5.7,133.7,848.2,357,188,104.3,27.1,2.3,354.5,12,3.3,123.2,0,0,0
26/10/16,Shadow Player,P18,Attacker,26/10/16 18:33,13,Full,978.5,66.1,210.5,351.5,304.7,45.6,0,21.6,4.5,178,144.7,66.6,0.1,0.2,3.3,2.2,2.4,4.8,233.2,17,28,16,2,18,17,7,21.1,885,145,44,3,1,1,1,3.8,0,15,4.1,1.6,0.9,0.3,0.1,5.2,6.7,329.2,1121.4,359.8,288.6,222.9,81.8,24.5,468.7,8,3.2,213.2,7,0.004861,732.2
26/10/16,Training Game,P18,Attacker,26/10/16 18:51,7,Full,858,32.7,213,454.8,157.5,0,0,19,7.4,175,155.5,45.9,0,0,0.7,0.6,2.1,3.6,160,9,27,8,1,22,14,3,14,901,155,16,2,0,0,0,0,0,0,3.2,2.2,0.7,0.2,0,4.5,10.7,182.8,961,305.3,367.3,142.6,35.5,4.6,401.7,2,3.3,106.9,6,0.004167,692.1
26/10/16,Rondons/ Passing Practice,P16,Central Defender,26/10/16 18:02,10.3,Full,609.2,116.8,195.4,238.8,58.2,0,0,17.1,3.6,180,158.9,57.7,0,0.1,0.7,2.2,3.8,3.5,73,9,23,9,0,23,5,0,6,605,59,1,0,0,0,0,0,0,0,5,1.3,0.4,0.1,0,3.3,5.3,95.4,710.4,310.9,197.4,70.7,24,0.7,296.9,3,2.7,120.9,0,0,0
26/10/16,"Acceleration Runs 4x30m, 90%",P16,Central Defender,26/10/16 18:13,2.7,Full,202.2,11,82.3,23.7,27.4,57.8,0,24.2,4.5,180,163.1,17,0,0,0.1,0.5,0.9,1.2,52.6,4,0,3,1,2,0,4,1.6,116,18,2,0,0,0,0,0,0,0,1.2,0.2,0,0.1,0.1,1.3,8,76.8,281.7,93.4,30.1,9.7,28.2,38.9,117.7,0,3.1,83.6,0,0,0
26/10/16,Position Game,P16,Central Defender,26/10/16 18:17,11.5,Full,492.9,123.7,227.5,127.1,14.6,0,0,14.7,2.6,195,177,94.1,0,0,0,1.2,2.2,8.2,31.9,7,42,7,0,41,10,1,6.7,580,38,9,0,0,0,0,0,0,0,4.7,1.1,0.3,0,0,2.7,4,59.6,587.8,287.9,139.1,50.8,8.7,0,245.7,1,2.5,48.5,0,0,0
26/10/16,Shadow Player,P16,Central Defender,26/10/16 18:33,13,Full,466.7,60.4,149.2,169.2,62.3,25.7,0,22.4,2.2,191,159.9,50.3,0,0,1.5,1.9,1.4,3.9,78.5,5,9,3,2,13,4,2,5.1,399,41,5,1,0,0,0,0,0,0,3,1,0.2,0.1,0,2.4,3.1,84.9,519.2,227.5,151.8,51.5,22.7,10.7,217,1,3.2,63.1,3,0.002083,329.4
26/10/16,Training Game,P16,Central Defender,26/10/16 18:51,7,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/10/16,Rondons/ Passing Practice,P23,Attacker,26/10/16 18:02,10.3,Full,563.8,73.7,133.7,206.1,150.3,0,0,16.7,3.3,152,127.5,25.2,0,1.6,2.6,4.2,1.9,0,113.8,11,18,10,1,22,5,0,16.7,505,192,15,1,0,0,0,0,0,0,3.7,0.9,0.5,0.2,0,3.2,5.1,155.4,683.2,245.4,157.3,113.2,40.6,1.6,285.6,6,3.3,139.9,1,0.000694,100
26/10/16,Acceleration Runs 4,P23,Attacker,26/10/16 18:13,2.7,Full,213.6,4.8,66.6,41.4,29,64.9,6.9,25,4.7,159,141.3,10.7,0,0,0.8,0.3,1.6,0,72.5,4,3,0,4,2,0,4,6.5,130,20,28,0,0,0,0,0,0,0,0.8,0.3,0,0.1,0.1,1.4,8.8,86,308,75.8,51.7,13.9,33.6,38.4,128.7,0,3.7,90.8,1,0.000694,100.1
26/10/16,Position Game,P23,Attacker,26/10/16 18:17,11.5,Full,632.5,89,275.5,252.2,15.8,0,0,14.9,3.3,165,137.9,42.9,0,0.9,2.7,2.1,5.3,0.6,58.3,13,42,13,0,50,8,0,21.9,863,168,29,4,0,0,0,0,0,0,4.6,1.4,0.5,0.1,0,3.4,4.9,90.2,723.9,342.5,193.2,81.1,9.1,0,302.5,4,3,91.3,1,0.000694,100.2
26/10/16,Shadow Player,P23,Attacker,26/10/16 18:33,13,Full,1008.5,73.9,268.9,419.7,227.6,18.4,0,21.7,4.6,172,134.2,45.6,0,1.3,3.9,2.3,4.1,1.5,198,10,40,9,1,34,13,4,29.6,864,258,46,10,3,0,1,-8.8,0,11,4.8,2.1,0.9,0.2,0,5.2,6.6,254.7,1118.3,405.5,345.2,203.3,41,10.5,467.4,3,3.1,118.6,6,0.004167,651.2
26/10/16,Training Game,P23,Attacker,26/10/16 18:51,7,Full,858.3,42.3,273.9,358.7,172.3,11.2,0,20.8,7.4,171,153.4,42.3,0,0.3,0.4,0.5,2.7,3.1,158.1,7,30,7,1,34,7,1,23.7,813,190,44,3,1,0,3,-5.1,3.1,33,3.9,1.9,0.7,0.1,0,4.3,10.3,176.5,923.2,361.4,318.6,141.9,31,3.5,385.9,2,2.7,66.9,6,0.004167,701
26/10/16,Rondons/ Passing Practice,P22,Midfielder,26/10/16 18:02,10.3,Full,536.1,67.8,200.9,117.2,150.1,0,0,18.8,3.1,181,156.1,64.2,0,0,0,2.2,3.6,4.5,90.3,16,13,14,3,20,8,2,10.4,633,72,23,1,0,0,0,0,0,0,3.6,0.8,0.4,0.2,0.1,3.1,5.1,156.6,677.6,270.4,107.7,76.8,64.5,15.3,283.2,8,3.5,166.6,0,0,0
26/10/16,"Acceleration Runs 4x30m, 90%",P22,Midfielder,26/10/16 18:13,2.7,Full,210.5,8.7,86.1,30.2,24.4,57,4.1,25.4,4.6,178,156.1,17.5,0,0,0.1,0.5,0.7,1.3,57.9,4,0,0,4,1,0,4,3.6,117,26,7,1,0,0,0,0,0,0,1.1,0.2,0,0.1,0.1,1.4,8.7,81.5,306.3,94.5,33.3,10.2,26.4,44.9,128,0,3.6,82.6,0,0,0
26/10/16,Position Game,P22,Midfielder,26/10/16 18:17,11.5,Full,614.8,99.1,258.4,212.8,44.6,0,0,19.1,3.2,186,159.1,77,0,0,0.3,2,3.5,5.7,62.2,19,39,19,0,38,13,3,12,852,79,14,1,1,0,0,0,0,0,4.7,1.2,0.4,0.1,0,3.3,4.8,103.2,709.7,340.9,169.7,77.8,22.9,2.6,296.6,11,3,102.1,0,0,0
26/10/16,Shadow Player,P22,Midfielder,26/10/16 18:33,13,Full,984,52.4,232.8,333.2,294,71.6,0,24.4,4.5,201,157,81.6,0,0,2.3,2.4,1.7,6.6,241.3,17,34,15,2,30,12,8,21.1,1121,159,36,5,0,0,0,0,0,0,4,1.7,0.7,0.4,0.1,5.4,6.9,329.5,1153.4,362.6,291.9,180.9,111.7,36.8,482.1,8,3.7,173.7,6,0.004167,729.4
26/10/16,Training Game,P22,Midfielder,26/10/16 18:51,7,Full,889.5,37.6,247.6,389.3,207,8,0,21.1,7.7,191,172.6,62.5,0,0,0.2,0.4,0.1,6.3,176.3,12,33,7,5,32,7,5,18.1,1088,171,20,1,1,0,3,-5.9,6.2,38,3.6,1.9,0.6,0.2,0.1,4.7,11.2,209.2,1006.2,357.8,322.6,139.4,53.5,16.3,420.6,6,3.6,130.9,6,0.004167,723.6
27/10/16,Second Half,P18,Attacker,27/10/16 18:58,45,Full,4149.2,360.6,1590.3,1253.6,707.3,218.6,18.8,27.1,5.5,175,155.2,287.2,0,0,1,8.5,15.7,19.8,736.5,43,118,37,8,102,33,24,57.7,3035,606,63,9,0,1,4,5.9,3.3,55,26.1,6.8,2.5,0.7,0.3,21.5,8,895.4,4623.4,2088,1152,594.2,206,95.2,1932.4,12,4.2,507.1,25,0.017361,2666.1
27/10/16,Second Half,P16,Central Defender,27/10/16 18:58,45,Full,3802.4,540.2,1331.5,1357.8,522.2,50.7,0,23.6,5.1,191,171.4,341.5,0,0,0,4.3,12.8,27.9,543.8,23,130,19,4,113,32,11,45.1,3795,266,51,10,0,0,2,-1.8,3.3,25,26.5,7.4,2.1,0.7,0.1,19.6,7.2,630.6,4211.6,2008.4,1148.1,434.5,175.9,20.2,1760.3,7,3.9,245.2,20,0.013889,2041.9
27/10/16,Second Half,P23,Attacker,27/10/16 18:58,45,Full,5427.5,247.9,1443.1,2243.1,1284.7,208.7,0,24.4,7.2,181,160.6,321.8,0,0,0.4,3.4,15.1,26.1,1163.4,38,160,34,6,166,45,12,153.9,5166,1094,254,45,4,7,12,-2,4.4,158,21.7,12.9,3.7,1,0.2,27.3,10.1,1225.8,5886.9,1969,2223.3,878.7,296.1,51,2460.5,13,3.4,597.9,40,0.027778,4858.2
27/10/16,Second Half,P22,Midfielder,27/10/16 18:58,45,Full,4275.5,313.8,1215,1628.6,1034.6,83.5,0,24,5.7,198,162.9,332.4,0.5,1.7,1.5,4,9.3,28,851.3,45,139,36,9,136,41,19,86.7,5323,752,65,12,1,0,12,-2.3,2.7,178,19.9,9.7,2.9,0.7,0.2,21.8,8.1,931.7,4703.4,1727.9,1615.6,672.6,192.9,66.1,1965.8,20,3.6,423.2,27,0.01875,3205.3
27/10/16,Second Half,P11,Central Defender,27/10/16 18:58,45,Full,4068.3,463.2,1405.7,1512.4,558.8,128.2,0,24.6,5.4,0,0,0,0,0,0,0,0,0,640.7,37,137,33,4,109,31,21,73.9,4332,643,133,24,2,4,5,-1.7,2.9,56,26.8,8.1,2.2,0.8,0.1,21,7.8,725.8,4512.7,2051.5,1289.9,471.4,211.1,43.3,1676.5,15,3.3,363.5,22,0.015278,2323.2
27/10/16,First Half,P11,Central Defender,27/10/16 18:00,46,Full,5165.2,405.1,1551.7,1942.8,1116.4,149.2,0,24.7,6.7,147,147,0.4,0,0,0,0.2,0,0,987.9,65,139,51,13,137,45,28,106.3,5025,1102,235,32,4,1,9,0.1,3,116,27.6,9.9,3.7,1.1,0.2,26.5,9.6,1186.1,5712.7,2273.8,1704,845.9,285.6,54.6,2122.4,27,4,808.5,36,0.025,4208.5
27/10/16,Warm Up,P11,Central Defender,27/10/16 17:04,51.2,Full,1434.8,225.3,550.1,527.7,129.6,2.2,0,20.2,1.7,0,0,0,0,0,0,0,0,0,168.1,17,42,12,4,40,12,1,26.6,1760,223,53,5,1,0,0,0,0,0,11.3,3,0.6,0.2,0,7.4,2.4,166.2,1585.1,824.8,443.3,111.4,42.3,12.6,588.9,8,3.7,157.8,5,0.003472,523.1
27/10/16,Second Half,P19,Defender,27/10/16 18:58,45,Full,3150.2,283.6,1266.1,1156,405.7,33.3,5.6,25.3,4.2,0,0,0,0,0,0,0,0,0,441.6,11,88,9,2,80,20,6,42.7,3121,245,56,15,1,1,3,-6.9,5.5,31,20.2,6.4,1.6,0.3,0.1,15.5,5.7,444.3,3341.1,1642.9,1053.1,344.9,74.2,25.3,1396.4,2,4.2,121.9,19,0.013194,2091.8
27/10/16,First Half,P19,Defender,27/10/16 18:00,46,Full,4550.4,447.4,1630.9,1805.3,579.7,75.5,11.5,25.8,5.9,209,163.3,325.6,0.1,0.7,2.4,3.5,11,26.7,682.7,23,127,21,3,120,22,3,53.4,4566,332,53,4,0,1,10,-3.1,6.3,115,27.6,10.3,2,0.5,0.1,22.3,8.1,602.4,4802.1,2216.9,1716.7,445.3,132.1,25.1,2007.1,3,3.4,233.2,29,0.020139,3156.6
27/10/16,Warm Up,P19,Defender,27/10/16 17:03,52.2,Full,1585,218,672.1,557.4,135.3,2.1,0,19.5,1.8,194,152.1,92.9,0.2,0.6,1.2,1.5,4.6,6.7,173,17,55,14,3,59,12,5,24.1,1855,127,30,1,0,0,0,0,0,0,38.6,3.1,0.7,0.2,0,15.5,5.3,205.8,3331.5,914.3,455.7,145.3,48,12.4,1392.4,7,4.2,158.5,6,0.004167,610.2
27/10/16,Second Half,P17,Wide Defender,27/10/16 18:58,45,Full,4594.2,350.9,1449.5,1690.2,892.5,204.4,6.8,25.1,6.1,184,166.6,367.5,0,0,0.5,2,9.6,33,887.1,40,145,41,1,116,57,16,87.6,4692,793,129,29,6,2,8,0.1,3.8,93,24.2,9.5,3.2,0.8,0.2,23.8,8.8,1012.2,5118.5,1974.3,1607.3,703.6,250.4,58.1,2139.3,13,3.9,469.6,32,0.022222,3567.5
27/10/16,First Half,P17,Wide Defender,27/10/16 18:00,46,Full,4547.2,402.6,1422.5,1564.7,994.7,158.6,4.2,25.5,5.9,188,163,342.3,0,0,1.1,6.2,10.4,28.3,882.4,31,117,29,2,114,30,19,69.7,4245,725,92,16,1,2,12,3.8,8.6,131,25.7,9,3.4,0.7,0.1,23.3,8.4,1014.4,5010.6,2006.1,1526.1,783.9,211.9,18.5,2094.2,9,3.8,476.1,30,0.020833,3411.5
27/10/16,Warm Up,P17,Wide Defender,27/10/16 17:05,49.4,Full,1371.6,223.4,576.8,413.1,150.5,7.9,0,20.8,1.7,178,115.4,109.9,11.5,8.6,6.4,3.8,6,4.6,157.4,20,47,19,1,44,17,3,29.7,1550,234,39,8,0,0,0,0,0,0,11.8,2.3,0.8,0.2,0,7.3,2.5,221.7,1573.6,818.4,330.4,150.8,60.9,10,657.7,9,3.1,194.5,4,0.002778,400.6
27/10/16,Second Half,P20,Wide Attacker,27/10/16 18:58,45,Full,3574.1,291.3,726.3,1214.8,1010.4,266.5,64.7,28.3,4.8,196,166.1,196.6,0,0.1,2.1,6.4,13.3,12.2,977.5,54,91,45,10,81,27,17,41.7,3901,466,39,2,2,0,9,2.2,2,118,16,6.7,2.7,1.2,0.3,19,7,1103.6,4089.1,1253.9,1215.6,677.3,344.3,82,1709.1,29,4,844.3,25,0.017361,2991.6
27/10/16,First Half,P20,Wide Attacker,27/10/16 18:00,46,Full,5323.7,349.9,1380.1,1737.8,1374.9,417.9,63.1,28.3,6.9,196,171.4,300.9,0,0.1,1.6,5.4,18.2,20.8,1339.4,80,136,62,18,134,46,23,71.7,5471,668,82,9,4,1,14,0.9,5.1,165,25.6,9.1,3.9,1.6,0.5,28.1,10.2,1586.5,6060,2102.8,1633.3,960.2,473.6,152.7,2532.8,38,3.8,1106.8,38,0.026389,4596.7
27/10/16,Warm Up,P20,Wide Attacker,27/10/16 17:04,51.2,Full,1600.8,193.7,598.2,577.8,203.5,27.6,0,24,1.9,188,112,81.4,12,4.9,5.5,7.1,3.8,2,227,26,55,21,6,55,14,5,16.6,1874,118,8,3,0,0,0,0,0,0,11.3,3,0.9,0.3,0.1,8.6,2.8,285.7,1854.2,869.6,445.3,171.4,72.3,42.1,775,17,3.8,227.7,6,0.004167,613.3
27/10/16,First Half,P18,Attacker,27/10/16 18:00,46,Full,5138.6,289.9,1765.6,1587.5,1149.2,224.5,122.1,30.1,6.7,183,166.4,388.4,0,0,0,3.2,6.1,36.7,1164.1,51,119,47,4,106,46,22,76.6,3901,617,126,18,1,1,12,7.5,5.9,148,26.5,9,3.4,1.1,0.3,26.3,9.5,1277.8,5671.1,2254.2,1596,826.9,336.1,114.8,2370.3,15,3.2,799.1,34,0.023611,4001.9
27/10/16,Warm Up,P18,Attacker,27/10/16 17:04,51.3,Full,1749.4,325,648.6,575,190.2,10.6,0,21.5,2,196,137.6,86,0,2,4.4,5.1,7.4,3.2,440.1,18,51,10,8,62,15,2,49.9,1716,245,43,1,0,2,0,0,0,0,14.7,3.4,0.7,0.3,0.1,9.1,4.5,229.7,1969.9,1003,508.2,142.4,65.6,21.7,823.3,10,4,164.8,6,0.004167,620.1
27/10/16,First Half,P16,Central Defender,27/10/16 18:00,46,Full,4349.7,463.6,1478.3,1517.3,749.6,141,0,24.3,5.7,196,181.2,412.2,0,0.1,0.3,1.2,5.2,39.3,725.2,41,130,37,5,115,36,19,46.8,3798,237,40,16,2,0,8,2.8,4.6,83,25.8,8.8,2.5,0.8,0.2,22.2,8,844.7,4770.6,2067.8,1421.5,571.9,215.1,57.7,1993.9,15,3.4,524.9,27,0.01875,2870.9
27/10/16,Warm Up,P16,Central Defender,27/10/16 17:03,51.8,Full,1344,229.8,578.8,429.9,105.6,0,0,18.8,1.6,203,154,104.6,0.1,0.8,1.5,6.2,8.8,4.6,135.9,13,35,13,0,43,10,0,21.6,1580,143,10,0,3,1,2,0.5,4.1,38,38.3,2.5,0.6,0.1,0,10.1,4.8,140.2,2171.4,823.1,372.8,104.8,28,7.4,907.6,6,3,100.6,2,0.001389,200.8
27/10/16,First Half,P23,Attacker,27/10/16 18:00,46,Full,5703.6,273.6,1564.6,2168.7,1383.8,261.3,51.6,27.8,7.4,178,156.5,291.3,0,0,1.2,5.7,19.7,19.4,1298.4,33,145,29,4,164,33,14,149.1,4968,1176,257,37,4,2,22,-0.8,4.5,271,23.9,12.3,4.1,1.1,0.2,28.5,10.3,1405.2,6144.7,2125.8,2162,1003.6,345.4,56.2,2568.3,11,3.1,489.9,38,0.026389,4783
27/10/16,Warm Up,P23,Attacker,27/10/16 17:03,52.2,Full,1853.5,427.9,733.6,526.3,165.7,0,0,19.2,2.1,183,132.2,66.3,0,1.4,6.8,9.6,4.2,1.1,179.8,13,48,12,1,47,11,0,40.2,1345,285,56,8,0,1,1,0.2,0,10,26,2.9,0.7,0.2,0,11.6,3.8,196.7,2497.7,1206.3,441.5,136.4,50.6,9.7,1043.9,6,3.2,129.8,4,0.002778,406
27/10/16,First Half,P22,Midfielder,27/10/16 18:00,46,Full,1229.8,440.5,483.7,278.6,27,0,0,14.9,1.6,178,129.3,162.7,0.7,13.7,9.9,2.3,12.3,7.1,67,12,50,12,0,74,12,1,21.3,1445,133,26,2,0,1,0,0,0,0,15.4,2.2,0.4,0.1,0,6.6,2.4,89.9,1415.7,846.6,293,71.7,18.2,0,591.7,6,2.8,74.1,0,0,0
27/10/16,Warm Up,P22,Midfielder,27/10/16 17:04,51.2,Full,1310.3,183.9,430.3,528.6,159.1,8.4,0,22.4,1.5,180,125.6,151.8,7.2,9.5,4.6,4.2,5.5,9.7,185.7,24,48,17,7,55,14,2,26.9,1710,222,24,3,0,0,3,-4,3,32,9.3,2.6,0.9,0.2,0.1,7.1,2.3,233.6,1523,677,399,166.9,52.2,14.5,636.6,16,4.5,240.2,3,0.002083,300.8
26/10/16,Rondons/ Passing Practice,P11,Central Defender,26/10/16 18:02,10.3,Full,700.6,150.2,208.5,231.8,110,0,0,18.8,4.1,183,165.4,57.6,0,0,0.4,2,4.6,3.3,95.1,13,26,12,1,21,10,3,42.8,437,258,63,13,1,2,0,0,0,0,5.7,1.1,0.5,0.1,0,3.6,5.9,138.5,782.5,386.4,175.7,100.7,34.4,3.4,290.7,7,3.1,120.9,1,0.000694,100.1
26/10/16,,P11,Central Defender,26/10/16 17:41,81.1,Full,4404.1,1002.8,1592.2,1290.4,463.4,51.1,4.2,25.7,3.3,190,156.5,368.5,3.5,2.7,6.8,16.9,21.5,22.6,504.7,56,177,47,9,185,53,11,248,2490,1756,486,80,5,2,0,0,0,0,37.4,7.2,2.3,0.6,0.2,22,4.5,650.6,4745.8,2654.7,1098.5,457.9,143.7,49.1,1763.2,0,0,0,14,0.009722,1469.4
2/11/16,Rondos,P11,Central Defender,2/11/16 17:53,9.3,Full,564.7,111.7,213.7,223.6,15.7,0,0,15.1,3.6,0,0,0,0,0,0,0,0,0,51,8,32,7,0,34,5,0,21.7,351,307,16,1,0,0,0,0,0,0,4.5,1.2,0.3,0.1,0,2.9,5.2,67.9,629.8,323.3,173.4,54.8,12.4,0.6,234,2,2.8,49.1,0,0,0
2/11/16,Rondos-1,P11,Central Defender,2/11/16 18:02,8.5,Full,265.3,107.4,112.9,45,0,0,0,11.5,1.9,0,0,0,0,0,0,0,0,0,9.1,4,11,4,0,18,6,0,9.4,265,90,13,0,0,0,0,0,0,0,3.3,0.5,0.2,0,0,1.5,2.9,22.3,314.7,189.2,52.8,21.7,0.6,0,116.9,0,2.6,15.8,0,0,0
2/11/16,Passing Practice,P11,Central Defender,2/11/16 18:13,18.7,Full,1317.4,137.2,316.4,647.3,191.8,24.7,0,24.7,4.2,0,0,0,0,0,0,0,0,0,227,13,58,9,4,38,13,4,65.7,281,741,140,6,0,0,0,0,0,0,6.7,3,0.9,0.2,0,6.6,5.9,243.3,1418.7,559.3,514.8,179.4,52.4,11.5,527.1,4,4.2,155.3,7,0.004861,718.1
2/11/16,Training Game- playing out from back,P11,Central Defender,2/11/16 18:35,24.9,Full,1325.3,241.6,420.9,478.2,168.5,16.2,0,22.2,3.2,0,0,0,0,0,0,0,0,0,180.1,17,60,14,3,60,12,4,64,363,621,170,11,0,0,0,0,0,0,9.9,2.2,0.9,0.2,0.1,6.9,4.6,253.7,1480.2,723.9,346.7,178,58.9,16.8,549.9,4,3.3,152.9,1,0.000694,100.5
2/11/16,Training Game,P11,Central Defender,2/11/16 19:02,10.9,Full,8.8,2.8,5.6,0.3,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0.1,1,0,1,0,1,0,0,0.8,8,3,1,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,9.2,7.8,1,0,0,0,3.4,0,2.3,1.8,0,0,0
2/11/16,Rondos,P08,Midfielder,2/11/16 17:53,9.3,Full,484.6,63.6,164.5,229.1,27.5,0,0,13.6,3.1,155,117.6,11.6,2.8,1.8,3.7,0.7,0,0,59,6,24,6,0,28,1,0,4.8,715,18,1,0,0,0,0,0,0,0,3.4,1.2,0.4,0,0,2.7,4.7,74.7,571,232.5,177.5,66.4,8.2,0,238.7,2,2.9,55.6,0,0,0
2/11/16,Rondos-1,P08,Midfielder,2/11/16 18:02,8.5,Full,347.2,116.8,188.8,41.6,0,0,0,10.5,2.5,155,131.5,13,0.8,1.4,4.6,1.7,0,0,9.2,4,22,4,0,32,3,1,3.9,462,21,0,0,0,0,0,0,0,0,4.4,0.6,0.2,0,0,1.9,3.7,25.6,409.1,253.2,68.5,23.9,1.7,0,171,1,2.4,13.8,0,0,0
2/11/16,Passing Practice,P08,Midfielder,2/11/16 18:13,18.7,Full,1190.8,88.5,252,494.3,337.3,18.8,0,22.9,3.8,167,125.5,30.3,5.4,1.8,2.9,7.3,0.2,0,270.5,14,31,11,3,28,5,2,14.6,1444,122,3,0,0,0,11,-3.2,2.8,118,5.4,2.8,0.9,0.2,0,6.2,5.5,261.7,1325.2,421.6,507.5,199.8,52.4,9.5,553.9,3,3.7,183,6,0.004167,601.3
2/11/16,Training Game- playing out from back,P08,Midfielder,2/11/16 18:35,24.9,Full,1565.2,200.6,476.8,443.7,389,55.1,0,22.8,3.8,170,125.3,34.9,3.2,9.5,7.6,4.5,0.1,0,304.5,26,43,21,5,46,15,2,17,1354,175,7,2,0,0,3,-1.6,4.3,38,10.8,2.3,1.2,0.4,0.1,8.5,5.7,395.1,1820.1,770.2,399.2,264.1,95.2,35.8,760.7,8,3.8,287,5,0.003472,501.5
2/11/16,Training Game,P08,Midfielder,2/11/16 19:02,10.9,Full,1347,73.7,348.3,452.2,409.9,57.3,5.6,25.6,7.4,188,157.9,34.3,0,0.3,1.4,6,3.1,0.1,322.9,15,38,13,2,41,12,5,16.4,1354,180,4,0,0,0,1,-3.8,0,12,5.9,2.5,1.1,0.4,0.1,7.1,10.8,399.1,1526.2,499.5,448.4,263.9,109,26.2,637.9,6,3.1,229.2,10,0.006944,1195.8
2/11/16,Rondos,P17,Wide Defender,2/11/16 17:53,9.3,Full,531.6,60.7,132.4,293.3,45.2,0,0,15.6,3.4,173,137.4,37.1,0,0.8,2.6,1.7,2.7,1.6,77.6,11,28,11,0,37,2,0,13.6,653,179,22,1,0,0,0,0,0,0,2.9,1.2,0.6,0.1,0,3,5.4,134.6,654.7,213.6,183.4,112.8,19,2.8,273.7,3,2.7,89.2,0,0,0
2/11/16,Rondos-1,P17,Wide Defender,2/11/16 18:02,8.5,Full,380.3,142.4,190,47.9,0,0,0,11.7,2.7,167,148,38.7,0,0,0.1,2.5,4.7,1.2,10.2,2,17,2,0,24,5,0,8.3,530,67,10,0,0,0,0,0,0,0,4.9,0.6,0.1,0,0,1.9,3.8,16.6,418.5,292.6,71,15.5,1.1,0,174.9,0,2.2,7.9,0,0,0
2/11/16,Passing Practice,P17,Wide Defender,2/11/16 18:13,18.7,Full,1313.2,94.7,287.2,424.7,482.4,24.2,0,20.8,4.2,181,145.9,96.3,0,0,5.1,2.2,4.7,6.7,322.3,15,39,14,1,38,9,3,30.6,1208,395,35,10,1,0,9,-0.4,2.6,133,5.7,2.4,1.4,0.3,0,6.8,6,402,1456.1,447.9,462.5,329.4,72.6,0,608.6,5,3.1,240.4,7,0.004861,757.6
2/11/16,Training Game- playing out from back,P17,Wide Defender,2/11/16 18:35,24.9,Full,1561,179.4,611.6,513,241.4,15.6,0,23,3.8,169,144.3,102.4,0,0,2.7,8.2,12.3,1.8,227.7,17,66,14,3,50,16,6,31.5,1543,269,44,15,1,0,0,0,0,0,10.9,2.9,1.1,0.2,0.1,8.2,5.5,289,1759.3,825.8,446.2,227.7,45.6,15.7,735.3,3,3.8,172.9,4,0.002778,400.7
2/11/16,Training Game,P17,Wide Defender,2/11/16 19:02,10.9,Full,1399.8,70.7,392.8,606.1,296.1,34.2,0,23.2,7.7,184,168.3,94.6,0,0,0.1,0.5,0.8,9.5,278.2,10,63,9,1,53,14,4,31,1519,293,49,14,0,1,1,-3.5,0,14,6,3.1,1.2,0.2,0,7.3,11.1,336.7,1567.7,536.8,524.7,258.4,64.4,13.9,655.2,2,3.2,117.7,10,0.006944,1221.5
