Date,Drill,Athlete Identifier,Playing Position,Start Time,Duration,Participation,Distance Covered(m),Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,Max Speed,Avg Speed,Max HR,Avg HR,HR Exertion,Time in HR Zone 1,Time in HR Zone 2,Time in HR Zone 3,Time in HR Zone 4,Time in HR Zone 5,Time in HR Zone 6,Speed Exertion,Sprint Count,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,New Bodyload,Impacts Zone 1,Impacts Zone 2,Impacts Zone 3,Impacts Zone 4,Impacts Zone 5,Impacts Zone 6,Running Series,Running Imbalance,Running Imbalance Standard Deviation,Running Symmetry Footstrikes,Metabolic Load Time Zone 1,Metabolic Load Time Zone 2,Metabolic Load Time Zone 3,Metabolic Load Time Zone 4,Metabolic Load Time Zone 5,Metabolic Load (relative),Metabolic Power Average,High-Metabolic-Power Distance,Equivalent Distance,Metabolic Load Distance Zone 1,Metabolic Load Distance Zone 2,Metabolic Load Distance Zone 3,Metabolic Load Distance Zone 4,Metabolic Load Distance Zone 5,Metabolic Load (absolute),Repeat Sprints,Sprint Max Acceleration,Sprint Total Distance,Work Rate Effort Count,Work Rate Effort Duration,Work Rate Effort Distance
28/9/16,9 v 9,P18,Attacker,28/9/16 17:57,38.3,Full,3868.2,298,1666.2,910.8,786.2,199.8,7.2,26.2,6.1,181,161.3,279.2,0,0,0.1,4.1,10.9,23.2,680.4,31,114,23,8,91,34,18,53.7,2504,508,95,6,1,0,3,6.8,3.8,36,25.7,5.1,2.5,0.8,0.3,20.2,8.8,902,4345.1,2083.9,869.5,562.8,246,93.2,1816.1,7,4.4,488.1,28,0.019444,3008.5
28/9/16,Warm Down,P18,Attacker,28/9/16 18:35,5.7,Full,232.9,48.7,108.5,75.8,0,0,0,8.4,2.5,154,132.7,14.2,0,0,1.5,2.8,1.1,0,17.8,0,0,0,0,0,0,0,2.3,310,12,0,0,0,0,0,0,0,0,2.4,0.3,0,0,0,1.1,3.1,0,227.6,187.1,44.1,0,0,0,95.1,0,0,0,1,0.000694,115.5
28/9/16,Warm Up,P04,Midfielder,28/9/16 17:24,1.6,Full,20.8,9.9,8.8,2.1,0,0,0,8,0.8,162,149.3,7.4,0,0,0.1,0.2,1.3,0,0.5,0,1,0,0,2,0,0,0.5,51,4,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.1,1.4,0.9,27.5,14.9,4.6,0.9,0,0,11.5,0,0,0,0,0,0
28/9/16,4 v 4,P04,Midfielder,28/9/16 17:25,7.9,Full,176.3,48,69.2,37,17.7,4.4,0,20.9,1.3,178,143.2,35.2,0,0,1.9,2,2.2,1.8,18.2,3,6,2,1,8,2,2,3.9,270,22,7,0,0,0,0,0,0,0,2,0.3,0,0,0,1,2.2,22.5,223,109.2,43.9,7.9,9.2,5.5,93.2,1,3.4,25.2,0,0,0
28/9/16,Passing,P04,Midfielder,28/9/16 17:35,10.6,Full,820.6,63.2,253.2,306.6,125.6,70.7,1.3,24.9,4.7,186,165.7,80.7,0,0,0,2,1.9,6.7,163.8,25,17,16,9,32,11,8,15.5,841,118,25,3,0,0,1,-5.2,0,10,4.4,1.3,0.7,0.2,0.1,4.6,7.3,236.9,992.9,359.4,224,141.9,64.1,30.9,415,19,3.5,242.4,4,0.002778,426.9
28/9/16,Acceleration Runs 7 by 50,P04,Midfielder,28/9/16 17:47,7.1,Full,556.9,30.1,271.2,8.9,43.2,203.6,0,24.6,4.7,178,158.5,47.9,0,0,0,1.5,1.8,3.7,147.5,5,0,1,4,0,0,5,9.3,166,60,30,6,0,0,0,0,0,0,4,0.1,0.3,0.2,0.1,3,7.1,224.5,647.3,306.7,24.6,125.3,64.8,34.4,270.6,0,3.5,237,5,0.003472,520.1
28/9/16,9 v 9,P04,Midfielder,28/9/16 17:57,38.3,Full,4134.9,368.5,1316.6,1247.9,950.9,228.2,22.9,26.6,6.5,192,174.2,343.4,0,0,0,3.2,1.6,33.5,858.8,52,99,41,11,106,34,29,64.2,3889,409,83,22,6,1,2,0.3,1,25,23.4,6.8,2.6,1.1,0.4,22,9.6,1063.2,4728.6,1882.7,1188,609.6,323.6,130,1976.4,19,3.8,753.8,28,0.019444,3255.9
28/9/16,Warm Down,P04,Midfielder,28/9/16 18:35,4.5,Full,231.2,49.3,96.7,85.1,0,0,0,11.2,3.1,159,141.1,16.4,0,0,0.5,2,2,0,18,0,0,0,0,3,0,0,2.3,308,6,1,0,0,0,0,0,0,0,2.2,0.5,0,0,0,1.1,3.9,0,226.6,161.8,68.1,0,0,0,94.7,0,0,0,1,0.000694,122.7
28/9/16,Warm Up,P19,Defender,28/9/16 17:24,1.6,Full,34.9,10.2,16.2,8.5,0,0,0,10.5,1.3,172,168.7,14.2,0,0,0,0,0,1.5,1.6,0,2,0,0,4,0,0,0.5,55,1,0,0,0,0,0,0,0,0,0.6,0.1,0,0,0,0.2,2.6,3.8,51.8,21.9,8.6,3.8,0,0,21.7,0,0,0,0,0,0
28/9/16,4 v 4,P19,Defender,28/9/16 17:25,7.9,Full,238.1,59.8,107.5,54.9,15.8,0,0,14.4,1.8,184,162.1,56.8,0,0,0,0.9,2.6,4.3,17.9,1,9,1,0,4,3,1,4.5,298,17,4,0,1,0,1,1.8,0,18,2.7,0.4,0.1,0,0,1.3,2.7,27.5,273.1,152.1,54.5,26.1,1.4,0,114.2,0,2.3,3.8,0,0,0
28/9/16,Passing,P19,Defender,28/9/16 17:35,10.6,Full,751.7,60.4,271.9,276.6,105.8,37,0,23.8,4.3,192,174.5,92.2,0,0,0,0,2.2,8.4,127.4,11,31,10,1,40,6,1,9.7,783,52,7,1,0,0,1,1.4,0,14,4.4,1.4,0.5,0.1,0,3.9,6.1,149.7,837.9,354.3,242.8,104.9,35.5,9.4,350.2,4,3.2,138.2,3,0.002083,311.9
28/9/16,Acceleration Runs 7 by 50,P19,Defender,28/9/16 17:47,7.1,Full,560.8,22.4,282.7,14.5,63.8,177.4,0,23.9,4.8,179,166.6,58.3,0,0,0,0,1.6,5.4,144,5,2,3,2,0,2,3,6.8,251,32,17,2,0,0,3,2,3.6,34,4.1,0.1,0.4,0.2,0.1,2.9,6.8,218.4,624.1,314.4,26,125.1,73.6,19.7,260.8,0,3.4,228.1,5,0.003472,516.5
28/9/16,9 v 9,P19,Defender,28/9/16 17:57,38.3,Full,4248.1,290.7,1576.9,1738.9,577.8,58.3,5.7,25.8,6.7,198,180.7,168.1,0,0,0,0.1,2.2,16,644.2,19,118,17,2,128,24,7,47.8,4109,222,41,4,5,0,1,5.9,0,11,23.5,9.5,2.2,0.5,0.1,20.9,9.1,657.8,4490.4,2018.7,1559.1,482.2,154.3,21.4,1876.8,3,3.6,210.2,31,0.021528,3516.5
28/9/16,Warm Down,P19,Defender,28/9/16 18:35,5.7,Full,220.6,45.4,112.5,62.7,0,0,0,9.4,2.3,0,0,0,0,0,0,0,0,0,14,0,1,0,0,2,0,0,1.3,324,0,0,0,0,0,0,0,0,0,2.4,0.4,0,0,0,1,3,0,222.1,167.6,51.5,0,0,0,92.8,0,0,0,1,0.000694,112.3
29/9/16,Warm Up Passing 5 v 1,P19,Defender,29/9/16 17:23,7.8,Full,265.7,39,109.1,117.6,0,0,0,11.6,2,179,155.7,46.9,0,0,0,1.7,3.5,2.6,23.5,1,8,1,0,15,3,0,3.5,451,10,1,0,0,0,0,0,0,0,2.6,0.7,0.1,0,0,1.5,3.1,11.1,312.6,149.8,101.9,9.7,1.3,0,130.6,0,2.6,4.8,1,0.000694,100.1
29/9/16,Warm Up Passing to colours,P19,Defender,29/9/16 17:31,10.1,Full,817.2,32,404,205.2,78.4,96.2,1.4,24.8,4.9,206,166.7,78.7,0,0,0,1.6,1.6,6.9,140.6,8,15,5,3,21,4,3,10.6,874,42,16,2,0,0,2,-4.1,4.2,21,5.1,1,0.5,0.2,0.1,4.2,6.9,191.8,895.6,461.2,162.4,125.4,46.6,19.8,374.3,2,3.7,153.2,4,0.002778,451.9
29/9/16,Split 1,P19,Defender,29/9/16 17:41,5.2,Full,504.3,31.6,245.2,18,54.9,154.7,0,23.8,5.8,186,174.7,42.9,0,0.1,0.1,0,0.1,4.3,125.9,5,1,2,3,3,5,0,7,274,23,20,3,0,0,4,-6.7,3.3,42,3.7,0.2,0.2,0.2,0.1,2.7,8.6,178.3,577,285.8,38.1,87.1,60.5,30.7,241.2,0,3.5,197.1,4,0.002778,447.4
29/9/16,Warm Up Passing 5 v 1,P17,Wide Defender,29/9/16 17:23,7.8,Full,308.8,77.4,97.4,128.6,5.4,0,0,13,2.4,168,138.7,28.6,0,0.1,1.5,3.3,1.9,0.9,28.2,4,20,4,0,16,6,0,6.9,590,67,3,0,0,0,0,0,0,0,3,0.7,0.2,0,0,1.6,3.5,29,350.3,178.8,100.7,27.3,1.8,0,146.4,1,2.3,26.7,1,0.000694,100.4
29/9/16,Warm Up Passing to colours,P17,Wide Defender,29/9/16 17:31,10.1,Full,812.9,51.2,355.6,213.6,83.8,105.9,2.7,25,4.9,174,147.9,51.1,0,0,1.6,2.3,2.9,3.3,154.3,8,22,5,3,23,7,2,13.5,788,127,20,6,0,0,0,0,0,0,5.3,1.1,0.5,0.2,0.1,4.2,7,190.5,904.6,445.8,176.6,114.9,54.9,20.6,378.1,2,3.2,148.1,4,0.002778,463.4
29/9/16,Acceleration runs 8 by 40,P17,Wide Defender,29/9/16 17:41,5.2,Full,499.2,28.1,236,16.5,51,159.4,8.3,25.4,5.8,172,162.4,33.9,0,0,0,0,1.9,2.7,139.2,5,3,1,4,0,1,5,8.4,239,61,22,6,0,0,0,0,0,0,3.4,0.1,0.2,0.2,0.1,2.7,8.8,194.8,586.7,269.8,33.4,90.2,68.4,36.2,245.2,0,3.4,205,4,0.002778,455
29/9/16,Warm Up Passing 5 v 1,P18,Attacker,29/9/16 17:23,7.8,Full,171.4,18.4,16.9,135.4,0.7,0,0,12.4,1.3,185,127.7,9.3,0.4,0.2,0.2,0.2,0.3,0.7,25.7,0,0,0,0,2,0,0,6.3,181,70,3,1,1,0,0,0,0,0,0.8,0.7,0,0,0,0.8,1.7,0.8,168.9,54.8,115,0.8,0,0,70.6,0,0,0,1,0.000694,100.4
29/9/16,Warm Up Passing to colours,P18,Attacker,29/9/16 17:31,10.1,Full,827.3,73.7,334.2,279,42.1,98.4,0,24.2,4.9,208,148.3,54.2,0.1,0.8,1.2,1.9,2.1,3.8,129.2,7,13,6,1,16,3,1,14.4,654,151,17,2,0,0,7,-4,5.4,85,5.3,1.5,0.3,0.2,0,4.1,6.8,140.2,886.6,418.7,262.6,73.3,52.1,14.8,370.6,1,3.4,151,3,0.002083,415.4
29/9/16,Acceleration runs 8 by 40,P18,Attacker,29/9/16 17:41,6.3,Full,502,21.3,245.7,20.4,61.4,149.1,4.2,25.6,4.8,214,164.8,30.7,0,0,0.1,0.2,2,2,130.5,5,3,3,2,4,6,0,6.5,197,42,13,3,0,0,1,-12.4,0,10,3.6,0.2,0.2,0.2,0.1,2.8,7.4,181.3,592.8,279.6,38.5,72.7,80.4,28.1,247.8,0,3.2,191.2,4,0.002778,453.7
29/9/16,Warm Up Passing 5 v 1,P04,Midfielder,29/9/16 17:23,7.8,Full,282.3,53.5,90.1,109.8,28.9,0,0,18.8,2.2,170,150.2,40.9,0,0,0.4,2.1,2.9,2.4,34.5,1,17,1,0,23,3,0,6.6,510,37,7,0,0,1,0,0,0,0,2.3,0.7,0.2,0,0,1.6,3.3,39.4,334.7,136.5,106.4,30.8,6.6,2,139.9,0,2.3,12.9,1,0.000694,100
29/9/16,Warm Up Passing to colours,P04,Midfielder,29/9/16 17:31,10.1,Full,800.9,59.1,370.9,200.8,65.4,86.3,18.3,26.4,4.8,180,158.3,66,0,0,0.5,1.4,3.2,4.7,153.3,16,15,12,4,31,5,5,14.4,802,98,25,3,0,0,0,0,0,0,5.2,1,0.4,0.2,0.1,4.3,7.2,198.1,933.7,439.6,163.2,97.8,73.6,26.7,390.3,11,4.7,209.9,5,0.003472,526.4
29/9/16,Acceleration runs 8 by 40,P04,Midfielder,29/9/16 17:41,5.7,Full,458.8,21.1,212.9,19.3,28.1,109.7,67.6,27.6,4.8,181,172.6,37.9,0,0,0,0,0,4,195.5,7,3,1,6,2,2,6,10.1,264,50,24,7,0,0,0,0,0,0,2.8,0.2,0.2,0.2,0.2,2.8,8,195.2,592.7,227.5,35.9,55.4,88.3,51.4,247.7,2,4.1,202.3,3,0.002083,324.5
6/10/16,Rondos,P19,Defender,6/10/16 17:22,12,Full,645.5,85.6,278.1,244.1,37.7,0,0,16.5,3.2,202,148.1,64.7,0.2,0.4,1.6,3.3,1.9,4.6,65.5,7,30,7,0,37,3,2,8.6,840,45,6,0,0,0,0,0,0,0,4.9,1.3,0.4,0.1,0,3.4,4.7,89.7,731.9,352.6,197.8,70.9,16.3,2.5,305.9,2,2.9,58.2,2,0.001389,200.2
6/10/16,Passing Practice,P19,Defender,6/10/16 17:36,13.4,Full,959.7,79.7,289.5,493.1,77.1,20.4,0,24.2,4.3,183,159.4,91.2,0,0,0.3,3.2,2.5,7.4,141.7,6,40,5,1,38,6,1,13.1,1118,87,6,1,0,0,1,-4.1,0,11,5.3,2.4,0.6,0,0,4.8,6,148.1,1040.5,413.5,392.3,125.1,14.7,8.3,434.9,0,3.6,76,7,0.004861,745.2
6/10/16,"Acceleration Runs 9 x 30,90%",P19,Defender,6/10/16 17:50,5.3,Full,239.2,35.8,52.1,14,41.2,96.1,0,24.7,2.7,175,151.5,28.4,0,0.1,0.4,1.3,1,2.1,80.3,5,0,1,4,1,2,3,7.4,160,19,17,7,0,0,0,0,0,0,1.6,0.1,0.1,0.1,0.1,1.6,5,112.2,342.4,98.5,27.7,20.4,46.9,45,143.1,0,3.5,125,0,0,0
6/10/16,"2 by 13mins, 7v7",P19,Defender,6/10/16 18:00,30.4,Full,3020.5,266.7,1194.3,1031.2,431.6,95.3,1.4,24.8,6,211,156.8,191.5,0.6,1.1,1.4,4.3,4.3,16.3,459.7,20,82,19,1,88,19,9,37.1,2615,200,48,7,0,0,0,0,0,0,19,5.6,1.6,0.5,0.1,14.9,8.2,530.9,3213.9,1550.4,931,366.8,145.7,18.5,1343.3,6,4,209.3,21,0.014583,2347.8
6/10/16,Warm Down,P19,Defender,6/10/16 18:31,3.9,Full,99.5,76.4,23.2,0,0,0,0,5.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,12,4,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0.5,2.2,0,107.7,96.6,1.2,0,0,0,45,0,0,0,0,0,0
6/10/16,Rondos,P18,Attacker,6/10/16 17:22,12,Full,838.7,112.2,345.6,285.6,95.4,0,0,18.6,4.2,165,134.6,42.2,0,0.9,4.2,2.2,3.9,0.8,100.4,17,31,16,1,41,4,2,13.4,981,159,7,0,0,0,0,0,0,0,6.1,1.6,0.5,0.1,0,4.4,6.2,129.3,942.2,457.7,245.1,89.9,33.1,6.2,393.8,11,3.4,162,3,0.002083,315.1
6/10/16,Passing Practice,P18,Attacker,6/10/16 17:36,13.4,Full,791.2,53.3,285.7,280.1,145.2,13.9,13.1,26.6,3.6,167,141.3,54.2,0,0,3.4,3,4.9,2.1,150.6,15,11,11,4,21,5,2,12.2,701,139,16,0,0,0,1,3.5,0,10,4.9,1.4,0.4,0.2,0.1,4.2,5.2,159,898.3,390.4,237.1,90.1,45.2,23.7,375.4,8,3.3,212.1,3,0.002083,301.3
6/10/16,"Acceleration Runs 9 x 30,90%",P18,Attacker,6/10/16 17:50,5.3,Full,312.8,31.5,113.9,17.3,40.2,83.1,26.7,26.1,3.6,167,154.4,32.2,0,0,0.4,1,0.9,2.9,116.6,5,0,0,5,1,5,0,7.7,163,21,27,3,1,0,0,0,0,0,2.2,0.1,0.1,0.1,0.2,1.9,6.1,125.2,417,156.7,28.7,28.3,40.9,56.1,174.3,0,3.7,131.2,1,0.000694,100.3
6/10/16,"2 by 13mins, 7v7",P18,Attacker,6/10/16 18:00,30.4,Full,3109.6,216.7,1198.8,864.5,677.1,116.5,35.9,28.4,6.1,179,164.3,244.2,0,0,0.3,3.6,3.6,22.9,615.7,34,71,28,6,70,27,13,47.8,2330,428,81,11,1,0,5,10.8,3.8,65,18.4,5,2,0.7,0.1,15.8,8.7,712.4,3410,1524.1,865,483.7,190.4,38.3,1425.3,14,3.7,437.4,22,0.015278,2484.2
6/10/16,Warm Down,P18,Attacker,6/10/16 18:31,3.9,Full,272.4,35.3,165.5,69.5,2.2,0,0,13.5,4.2,161,147.5,14.7,0,0,0,0.7,2.7,0,14.9,0,6,0,0,1,4,0,3.5,150,24,2,3,0,0,0,0,0,0,2.6,0.4,0.1,0,0,1.3,5.7,13.8,282.5,197.8,58.9,13.2,0.6,0,118.1,0,0,0,1,0.000694,100.1
6/10/16,Rondos,P04,Midfielder,6/10/16 17:22,12,Full,791.6,96.5,256.8,280.1,152.7,5.5,0,20.5,3.9,180,143.2,60.5,0,1.4,2.1,2.5,1.5,4.5,130.6,21,22,19,3,31,10,1,10.3,946,74,15,0,0,0,2,-5,0.7,20,5,1.6,0.6,0.2,0,4.3,5.9,167.9,919.8,370.8,252.9,112.5,45.9,9.5,384.4,14,3.5,206.6,4,0.002778,426.5
6/10/16,Passing Practice,P04,Midfielder,6/10/16 17:36,13.4,Full,751.5,67.8,222.9,220.6,215,12.3,12.9,26.2,3.4,176,145.7,65.1,0,0,2.9,3,3.9,3.6,171.2,16,17,13,4,23,8,1,10.7,724,85,17,3,0,0,0,0,0,0,4.5,1.2,0.6,0.2,0.1,4.1,5.1,203.6,873.3,334.7,213.2,136.4,40.7,26.5,365,9,4.3,247.2,3,0.002083,301.1
6/10/16,"Acceleration Runs 9 x 30,90%",P04,Midfielder,6/10/16 17:50,5.3,Full,245.7,43.6,56.1,11.1,26.2,62.8,45.9,27,2.8,183,165.2,41.6,0,0,0,1,0.4,3.8,129,5,0,0,5,0,0,5,6.8,167,36,14,6,2,0,0,0,0,0,1.8,0.1,0.1,0.1,0.2,1.8,5.7,119.7,386.7,100,26,22,37.8,59.9,161.6,0,4,123.8,0,0,0
6/10/16,"2 by 13mins, 7v7",P04,Midfielder,6/10/16 18:00,30.4,Full,3018.9,277,1000.4,814.4,711.7,191.2,24.3,26.8,6,188,170.8,114.3,0,0,0,1.3,1.2,10.7,654.7,34,88,27,6,68,40,15,43.6,2679,253,73,15,6,2,6,-2.4,3.7,66,17.9,4.5,2.2,0.8,0.3,16,8.8,823.5,3455.1,1408.7,782.1,506.6,227.2,89.6,1444.1,11,4.1,436.8,24,0.016667,2702.9
6/10/16,Warm Down,P04,Midfielder,6/10/16 18:31,3.9,Full,225.2,44.9,124.9,48.5,6.9,0,0,15.7,3.5,0,0,0,0,0,0,0,0,0,12.9,1,10,1,0,4,3,1,1.6,131,12,3,0,0,0,0,0,0,0,2.5,0.3,0.1,0,0,1.2,5.1,21.6,256,161.4,42.2,17.7,3.8,0,107,0,2.2,4.3,0,0,0
7/10/16,Warm Up,P04,Midfielder,7/10/16 17:25,11.5,Full,455.1,111.5,185,140,18.6,0,0,14.5,2.4,181,156,73.3,0,0,0.9,2.1,3.4,5.2,36.6,16,21,14,2,25,11,5,9.3,647,89,5,3,0,0,0,0,0,0,4.3,0.8,0.4,0.1,0,2.6,3.8,80.1,558.2,266.3,108.6,61.3,18.1,0.7,233.3,12,3.2,88,1,0.000694,100
7/10/16,Passing Drill,P04,Midfielder,7/10/16 17:36,13.6,Full,821.3,87.4,252.8,280.5,117.9,55.8,27,26,3.6,185,159.7,98.6,0,0,1.8,0.9,2.7,8.3,191.2,24,28,17,6,41,16,5,12.9,867,114,15,2,0,0,0,0,0,0,4.9,1.2,0.8,0.3,0.1,5,6.1,271.3,1067.8,364.2,185.8,148.4,86.3,36.6,446.3,15,3.5,271.1,1,0.000694,100.7
7/10/16,Acceleration Runs  4 x 40  80%,P04,Midfielder,7/10/16 17:50,3.4,Full,132.6,37.6,57.6,1.5,7.4,17.2,11.3,25.8,2.3,179,140.5,14.8,0,0,1.2,1,0.3,0.9,33.1,1,1,0,1,1,0,1,1.6,40,9,4,1,0,0,0,0,0,0,1.6,0,0,0,0,0.7,3.6,33,160.4,92.9,5.8,8,11.4,13.6,67.1,0,3.2,33.1,0,0,0
7/10/16,4 Goal Game,P04,Midfielder,7/10/16 17:54,24.4,Full,2025.7,208.2,659.1,571.5,497.9,88.9,0,24.7,5,188,161.5,181.3,0,0.5,2.2,2.7,2.4,16.6,396.6,32,62,25,7,58,32,13,29.1,1824,213,48,11,0,0,2,-6.5,5.4,20,12.7,2.9,1.7,0.5,0.2,11.1,7.6,570.5,2393.6,952.7,502.5,377.8,141,51.7,1000.4,12,3.9,364.1,13,0.009028,1428.6
7/10/16,Cool Down,P04,Midfielder,7/10/16 18:18,2.2,Full,39,22.8,16.3,0,0,0,0,6.6,1,146,123.4,3.8,0,0.5,0.4,0.6,0.3,0,0,0,0,0,0,2,0,0,0.5,26,3,0,1,0,0,0,0,0,0,0.7,0,0,0,0,0.2,1.4,0,41.9,37.4,1.6,0,0,0,17.5,0,0,0,0,0,0
7/10/16,Warm Up,P18,Attacker,7/10/16 17:25,11.5,Full,499.9,128.8,208.5,152.7,10,0,0,13.4,2.6,160,132.4,32.9,0,0,4.8,3.8,2.9,0,34.3,6,29,6,0,26,12,1,9.1,661,73,7,1,0,0,0,0,0,0,5.1,0.9,0.3,0.1,0,2.8,4,66.3,599.8,310,116.8,52.9,13.4,0,250.7,3,2.6,38.2,1,0.000694,100.1
7/10/16,Passing Drill,P18,Attacker,7/10/16 17:36,13.6,Full,822.9,76.9,318.3,246.9,97.7,64.4,18.7,26.2,3.6,159,134.2,41.8,0,0.5,3.9,4,5.1,0,164.6,19,18,16,3,44,3,1,13.9,751,167,14,1,0,0,1,18.1,0,10,5.7,1,0.7,0.2,0.1,4.8,5.8,230,1024.8,431,157.9,138.5,53.7,37.8,428.3,8,3.8,231.3,2,0.001389,211.3
7/10/16,Acceleration Runs  4 x 40  80%,P18,Attacker,7/10/16 17:50,3.4,Full,173.6,25.8,98.6,11.2,8.3,15.5,14.2,26.1,3,160,133.9,10.4,0,0.3,0.5,1.5,1.1,0,39.4,1,4,0,1,5,2,0,2.8,73,13,9,1,0,0,0,0,0,0,1.8,0.1,0.1,0,0,1,4.8,38.3,214.2,120.8,13.1,13.6,12.1,12.5,89.5,0,3.4,32,0,0,0
7/10/16,4 Goal Game,P18,Attacker,7/10/16 17:54,24.4,Full,1999.2,198.3,692.3,637.7,427.5,28.5,14.9,27.6,4.9,183,150.6,137.2,0,0.3,2.9,4.2,7.3,9.8,359.4,24,58,19,5,70,17,9,33.3,1568,361,47,6,0,0,3,14,4.3,35,12.8,3.1,1.5,0.4,0.1,10.5,7.1,466.3,2252.4,984.4,539.8,325.7,117.5,23.2,941.4,9,3.6,281.4,11,0.007639,1185
7/10/16,Cool Down,P18,Attacker,7/10/16 18:18,2.3,Full,5.7,2.5,2.4,0.8,0,0,0,7.5,0.2,140,137,0.9,0,0,0,0.3,0,0,0.2,0,0,0,0,0,0,0,1.3,3,1,0,1,0,1,0,0,0,0,0.1,0,0,0,0,0,0.1,0,3.9,3.9,0.4,0,0,0,1.6,0,0,0,0,0,0
11/10/16,Warm Uo,P17,Wide Defender,11/10/16 17:28,6.5,Full,438.2,55.2,122.7,241.6,18.7,0,0,15.9,4.1,179,161.9,47,0,0,0,1,1.8,3.7,57.4,1,15,1,0,14,2,0,8.2,737,54,5,0,1,0,0,0,0,0,2.8,1.3,0.1,0,0,2.1,5.5,32,457.7,216.8,188.7,28.7,3.4,0,191.3,0,2.5,10.9,3,0.002083,329.5
11/10/16,Passin Practice,P17,Wide Defender,11/10/16 17:35,17.5,Full,1298,120.9,380,477.5,250.9,51.5,17.1,26.8,4.5,184,167.4,144.1,0,0,0,0.4,4.2,12.9,277.7,22,42,19,3,44,10,4,26.8,1482,207,34,4,1,0,3,-0.7,0.9,42,7.2,2.6,1,0.3,0.1,7,6.7,304.9,1504.1,566.7,426.4,202.1,72.8,30,628.7,10,3.4,298.9,6,0.004167,601.4
11/10/16,"Acceleration 8 by 40, 80%",P17,Wide Defender,11/10/16 17:52,7.4,Full,644.8,34.1,349.3,14.9,58.5,188.1,0,24.4,5.3,185,162.8,55.4,0,0,0,1.2,1.4,4.8,147.3,6,1,0,6,4,3,3,7.9,333,50,28,1,0,0,0,0,0,0,5.1,0.1,0.3,0.2,0.1,3.5,7.8,213.1,743.5,395.2,35.3,112.3,55.3,45.5,310.7,0,3.4,229.3,5,0.003472,549
11/10/16,Position Game,P17,Wide Defender,11/10/16 18:02,12.7,Full,536.9,105.6,247.6,157.8,25.8,0,0,15.9,2.5,188,159.4,84,0,0,0,3.5,2.8,6.4,44.6,10,39,8,2,29,13,4,15.6,600,95,21,3,1,2,0,0,0,0,4.7,1.1,0.3,0.1,0,3,3.9,75.5,636.1,311.8,149.1,53.8,20.1,1.6,265.9,4,3.3,57.1,0,0,0
11/10/16,4 goal game 1 by 10,P17,Wide Defender,11/10/16 18:19,12.9,Full,1381,89.6,450,464,340.8,32.3,4.3,25.9,6.4,188,170.7,110.7,0,0,0,1.3,1,10.6,278.1,13,37,11,2,40,15,6,23.9,1290,177,23,7,1,1,1,0.7,0,10,7.2,2.6,1.2,0.2,0,7.1,9.2,333.1,1527.9,595.2,450,261.2,61.9,10.1,638.6,7,3.4,194.4,9,0.00625,1062.6
11/10/16,4 goal game 2 by 8,P17,Wide Defender,11/10/16 18:31,18.7,Full,1862.1,170.4,596.2,704.7,352.5,38.3,0,21.9,6,197,171.3,161.5,0,0,0,1,2.5,15.1,326,21,56,19,2,61,21,11,32.4,1802,278,51,10,1,0,2,-2.8,3.6,20,10.8,3.5,1.3,0.4,0,9.8,8.7,412.2,2100.2,863.1,584.5,283.7,117.6,10.8,877.8,11,3.3,245.3,13,0.009028,1486.7
11/10/16,Warm Uo,P20,Wide Attacker,11/10/16 17:28,6.5,Full,386.3,60.9,165.1,131.5,28.8,0,0,18.8,3.6,178,142.7,17.8,0,0,0.4,2,2.1,0.2,38.9,3,11,3,0,14,2,0,5.3,582,35,2,0,0,0,1,-0.9,0,12,3,0.9,0.2,0,0,1.9,5,39.6,417.9,222.2,124,31.8,6.2,1.6,174.7,0,2.8,40,0,0,0
11/10/16,Passin Practice,P20,Wide Attacker,11/10/16 17:35,17.5,Full,1458.9,106.2,325.5,488.8,475.3,54.8,8.2,25.3,5,194,157.5,112.2,0,0,0.5,3.2,5.4,8.4,365.2,38,32,31,7,42,20,5,20.2,1484,215,7,2,0,0,6,-1,3.9,78,6.4,2.6,1.4,0.4,0.1,8,7.6,461.3,1722.9,522.4,475.2,302.5,119.8,39,720.1,26,3.6,580.7,9,0.00625,932.6
11/10/16,"Acceleration 8 by 40, 80%",P20,Wide Attacker,11/10/16 17:52,7.4,Full,657.8,28,321.2,63.7,57.8,158.9,28.2,26.4,5.4,189,159.1,51.1,0,0,0.3,1,1.9,4.1,183.2,6,2,5,1,4,1,5,4.9,327,46,6,2,0,0,1,-1.2,0,20,4.4,0.4,0.2,0.3,0.1,3.6,8.1,218.3,765.1,360.2,78.3,62.5,124.2,31.6,319.8,0,3.1,227.6,5,0.003472,567.9
